cond,a_tot,i_tot,c_tot,mfqA1,mfqA2,mfqA3,mfqA4,mfqA5,mfqA6,mfqA7,mfqA8,mfqA9,mfqA10,mfqA11,mfqA12,mfqA13,mfqA14,mfqA15,mfqA16,mfqA17,mfqA18,mfqA19,mfqA20,mfqA21,mfqA22,mfqA23,mfqA24,mfqA25,mfqA26,mfqA27,mfqA28,mfqA29,mfqA30,mfqA31,mfqB1,mfqB2,mfqB3,mfqB4,mfqB5,mfqB6,mfqB7,mfqB8,mfqB9,mfqB10,mfqB11,mfqB12,mfqB13,mfqB14,mfqB15,mfqB16,mfqB17,mfqB18,mfqB19,mfqB20,mfqB21,mfqB22,mfqB23,mfqB24,mfqB25,mfqB26,mfqB27,mfqB28,mfqB29,mfqB30,mfqB31,mfqB32,mfqB33,mfqB34,mfqB35,mfqB36,mfqB37,rf1,rf2,rf3,rf4,rf5,rf6,rf7,rf8,rf9,rf10,rf11,rf12,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,ie1,ie2,ie3,ie4,ie5,ie6,ie7,ie8,ie9,ie10,ie11,ie12,ie13,ie14,ie15,ie16,ie17,ie18,ie19,ie20,sex,age,race,race_text,ses,income,edu,big,relaff,relaff_text,if_rel,pray,relserv,relint,for_policy,eco_policy,soc_policy,rel_policy,polaff,purpose,purpose_check,Study for how life is associated to God,study_check,task_related,tr_explain,task_affect,ta_explain,sut_susp,ss_explain,sut_theme,st_explain,goal,goal_explain,random,random,LocationLatitude,LocationLongitude,India,other,us,sf
0,,,1,5,4,3,5,3,5,4,4,5,4,6,3,3,4,2,4,4,6,5,5,6,5,3,6,5,6,6,4,5,6,5,4,5,6,4,6,5,4,5,5,4,4,4,4,3,5,6,5,4,6,2,4,5,5,5,5,5,6,5,4,5,6,5,6,6,4,5,6,7,9,4,9,6,8,6,8,9,9,6,6,6,8,7,6,6,7,8,7,6,8,7,7,5,5,7,5,5,5,7,5,7,6,5,5,6,6,5,6,6,7,5,7,1,25,2,,4,3,4,3,4,,2,3,4,5,2,3,3,4,5,to check whether people believe god or not,0,nothing,0,2,,2,,2,,2,,2,,460,460,17.37530518,78.47439575,1,,0,0
2,,1,,5,4,4,5,5,4,3,5,5,5,4,5,5,4,5,5,5,5,5,5,4,3,4,5,4,6,5,5,5,5,4,5,4,5,5,5,4,5,5,5,5,4,5,5,4,5,5,5,5,4,3,5,6,5,4,5,5,5,5,4,5,4,5,5,4,5,5,4,8,8,7,8,8,7,8,8,8,7,8,8,8,7,7,7,8,7,8,8,8,7,8,6,8,8,7,7,7,7,6,8,7,8,8,8,7,8,8,7,8,8,8,8,1,26,2,,3,3,5,1,4,,5,5,5,8,6,5,6,6,2,To know the attitudes of the individuals.,0,To acquire the knowledge about opinion from different persons,0,2,,2,,2,,2,,2,,464,464,,,1,,0,0
1,1,,,5,6,6,4,6,2,2,1,5,6,6,1,5,5,2,2,5,6,6,5,6,6,6,6,1,6,2,5,6,6,6,3,4,6,6,2,6,5,5,6,5,6,2,1,2,2,6,6,6,6,2,3,6,1,6,6,6,6,5,5,5,5,6,6,6,4,6,6,9,1,9,9,5,5,6,6,9,9,9,1,9,8,6,1,1,9,6,6,1,8,9,9,4,9,9,9,9,9,5,9,4,7,7,9,7,9,9,7,5,5,5,9,1,29,2,,2,3,4,1,4,,5,5,4,9,2,2,2,2,7,to know religious views of participants ,0,to know religious views of participants ,0,2,,2,,2,,2,,2,,469,469,18.9750061,72.82580566,1,,0,0
2,,1,,1,2,3,1,3,4,4,1,4,4,4,3,4,4,3,1,2,6,5,6,6,6,4,3,2,5,4,6,4,6,6,3,4,4,4,4,4,3,4,6,4,5,6,4,1,4,3,6,1,4,4,3,4,3,6,4,4,3,6,5,4,4,5,2,5,3,4,3,5,9,5,9,5,1,9,1,9,6,6,9,6,6,5,5,1,5,5,5,1,9,5,5,9,1,9,4,5,5,5,5,5,6,5,5,1,1,5,8,5,1,1,1,1,35,2,,3,3,3,3,2,,2,3,2,6,2,2,2,2,6,How well I know myself religiously. And how conscious I am about my surroundings,0,Once beliefs,0,1,Understanding once beliefs. Religiously and morally,2,,2,,2,,2,,470,470,14.5500946,121.0360107,0,philippines,2,0
0,,,1,4,5,6,4,6,6,5,4,5,5,6,3,4,1,4,5,4,6,5,6,6,5,6,5,4,6,6,6,4,6,6,3,4,3,5,5,5,3,3,5,2,6,3,4,1,1,4,5,4,5,1,5,2,4,5,6,4,6,6,6,4,5,5,2,5,5,6,6,7,8,6,9,6,7,7,8,9,9,9,9,4,9,7,6,9,5,4,6,9,4,4,6,9,4,9,6,7,7,3,4,2,3,4,4,3,6,2,5,7,8,4,6,1,20,2,,3,2,3,2,6,,2,4,5,7,5,2,1,4,5,It is about the vision of individuals towards religion,0,About behavior of persons,0,2,,2,,2,,2,,2,,470,470,17.37530518,78.47439575,1,,0,0
2,,1,,4,3,4,5,3,5,4,4,5,5,5,3,5,5,4,4,5,4,3,5,4,4,5,5,4,6,5,5,4,4,4,5,4,5,3,4,5,4,4,6,5,4,2,6,1,1,6,6,5,2,4,3,1,3,5,6,4,4,4,5,4,2,6,4,4,3,5,3,7,5,6,7,6,5,4,5,6,7,6,6,6,5,4,5,6,7,6,5,4,5,6,7,6,5,4,3,4,5,6,7,6,5,6,7,5,6,4,5,6,7,8,7,1,24,2,Indian,4,4,5,3,4,,5,5,3,3,4,5,6,3,4,Get the persons mind set about the country and religion,0,Study about peoples mind set about their social thoughts,0,1,The religion and mind set of people have more attractive in my point of view,2,,2,,1,All the sentence have only 4 words,2,,471,471,12.83329773,79.71670532,1,,0,0
2,,1,,5,4,4,6,4,5,5,4,5,3,6,4,2,5,6,5,4,6,4,5,6,5,4,6,4,6,5,6,5,3,6,6,5,6,4,4,2,5,4,6,5,3,3,6,4,6,2,4,5,4,5,4,2,6,4,2,5,3,6,4,6,4,5,6,3,3,5,6,9,3,9,9,8,9,5,9,1,7,9,8,9,8,8,4,4,7,9,9,9,7,3,8,9,7,2,4,9,7,9,9,3,7,9,7,3,8,9,7,7,9,6,9,1,30,2,,2,5,5,1,4,,4,5,5,9,6,7,7,7,2,values and  attitudes.,0,Survey about values and attitudes,0,2,,2,,2,,2,,2,,474,474,13.08329773,80.28329468,1,,0,0
1,1,,,1,3,6,6,6,6,6,5,4,5,2,5,4,5,5,3,5,5,5,6,1,4,1,1,1,1,4,6,1,5,2,1,3,1,2,5,5,4,4,2,5,4,2,4,1,4,1,3,6,2,3,3,4,2,6,6,1,6,6,5,2,1,1,4,5,4,4,4,1,9,1,9,1,1,9,1,9,8,1,9,4,5,8,5,9,9,5,1,1,1,5,1,9,9,9,1,8,6,1,6,8,9,1,1,1,1,6,6,1,1,1,6,2,45,5,,5,1,4,2,9,,,1,1,2,4,4,4,2,4,I don't know,0,I have no idea,0,1,Politics and religion tend to go hand in hand,2,,2,,1,Biblical in nature,2,,482,482,36.8874054,-119.7696991,0,,1,0
2,,1,,4,4,5,2,5,4,5,3,5,4,3,4,5,5,6,4,4,6,4,6,4,6,5,5,4,4,5,5,4,5,4,4,4,3,3,4,5,5,4,4,2,3,3,5,5,3,5,4,5,4,2,1,4,3,3,2,4,5,5,5,5,5,5,5,5,4,5,5,7,8,8,5,3,5,8,5,3,5,7,8,6,3,4,3,3,1,5,6,1,6,1,3,6,6,6,4,3,3,6,7,6,6,1,2,6,6,6,1,2,6,5,5,2,24,3,,3,3,4,1,2,,2,6,2,8,2,2,2,2,5,The purpose of this survey is to view the survey takers view on religion.,0,I believe that  this experiement was trying to study how the survey taker pays attention and views their religion.,0,1,I believe that the tasks are related because most of them focused on religion.,2,,2,,1,I saw that the words dealt with the religious topic.,2,,483,483,26.01119995,-80.14949799,0,,1,0
2,,1,,5,5,6,3,5,4,6,4,4,4,4,5,5,4,4,6,5,6,5,4,2,6,5,5,5,5,6,5,4,4,6,5,3,5,5,6,4,1,5,6,1,6,5,4,2,4,5,3,6,5,2,5,6,4,4,6,4,5,6,6,4,4,4,5,3,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,1,4,4,8,5,5,5,5,5,5,5,5,9,5,8,5,9,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,29,2,,3,5,4,1,4,,3,3,4,5,4,4,4,4,4,value and attitudes,0,people's moral value,0,2,,2,,2,,2,,2,,488,488,11.6499939,78.16668701,1,,0,0
2,,1,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,28,2,,3,1,4,3,4,,3,3,3,5,4,4,4,4,4,To understand the religious of the person,0,attitude of the person,0,2,,2,,2,,2,,2,,492,492,13.08329773,80.28329468,1,,0,0
0,,,1,5,4,5,4,3,4,4,5,5,6,2,3,5,3,4,3,5,1,4,6,6,5,6,6,5,6,5,6,5,4,4,5,5,4,4,3,5,5,4,6,4,3,4,4,4,6,6,3,5,4,5,4,5,5,4,4,5,4,4,5,5,5,4,5,5,5,4,5,5,7,7,8,8,8,8,8,6,7,8,7,7,8,8,8,7,8,7,6,8,5,6,7,8,7,7,7,8,1,7,6,7,8,8,8,8,6,7,7,7,5,6,8,1,24,2,,3,3,4,1,4,,3,3,3,5,4,2,2,1,5,Belief & faith in god,0,Human minded about existing of god,0,1,about my religious fact,2,,2,,2,,2,,492,492,18.53329468,73.86669922,1,,0,0
2,,1,,5,4,3,2,2,2,1,2,4,1,6,2,3,2,1,2,2,1,2,2,4,5,5,4,6,5,3,6,3,6,5,4,5,3,3,4,5,3,4,5,4,2,4,3,2,5,3,2,3,5,2,4,2,3,4,5,4,5,4,5,4,3,5,5,5,3,5,4,6,7,8,6,8,7,5,8,5,6,7,8,8,6,7,5,3,7,5,4,7,8,7,6,6,8,5,3,6,7,8,3,5,6,8,7,5,8,4,5,7,8,6,8,2,28,2,,3,3,5,1,4,,5,5,3,9,7,5,6,4,4,about religion,0,our beliefs,0,2,,2,,2,,2,,2,,494,494,13.3500061,74.78329468,1,,0,0
1,1,,,1,1,1,1,5,4,5,2,5,1,1,1,6,5,2,2,2,4,6,6,1,5,1,1,3,2,3,1,2,6,5,2,4,6,5,6,5,5,5,4,3,3,2,4,1,4,3,4,1,3,3,4,1,3,3,4,3,5,5,4,4,3,4,5,6,5,4,1,1,9,1,9,1,1,6,1,8,8,1,8,4,6,7,6,7,5,1,6,6,7,1,7,5,1,8,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,28,5,,4,5,3,2,9,,1,1,1,4,1,4,3,2,5,studying the relationship between religion and other personality aspects,0,*from above*  the relationship between religion and other personality aspects,0,2,,2,,1,There were a lot of statements related to religion,2,,2,,495,495,35.94999695,-78.96160126,0,,1,0
1,1,,,2,3,5,4,5,4,5,4,3,5,4,4,3,4,4,5,5,6,5,6,4,6,5,6,6,6,6,6,5,6,5,5,4,4,5,5,5,3,5,5,5,5,5,4,4,5,4,4,5,4,5,5,4,4,4,3,4,5,4,4,4,5,5,3,4,3,5,5,6,9,6,6,6,6,6,6,6,5,5,3,5,4,5,4,4,5,6,5,3,5,1,6,6,6,6,6,6,5,6,6,6,6,5,4,6,6,5,6,5,6,6,6,2,44,2,,2,1,5,1,4,,5,5,6,7,2,2,2,2,6,To know the attitude n behaviour of people,0,How religious ate you ,0,1,It was connected n was testing the behaviour of people ,2,,2,,2,,2,,498,498,18.9750061,72.82580566,1,,0,0
0,,,1,5,5,5,5,3,5,3,2,5,2,3,3,3,2,4,4,3,6,5,6,4,5,4,5,5,6,5,5,5,6,5,4,5,5,4,4,5,4,5,5,5,5,4,5,5,4,5,4,4,5,4,5,5,5,5,6,5,5,5,4,5,5,5,5,5,5,5,5,8,9,8,8,8,8,7,8,8,8,8,8,7,8,8,8,8,8,8,8,8,7,8,8,8,7,8,7,8,8,8,8,9,7,8,8,7,8,8,8,8,7,8,8,1,24,2,,3,2,4,1,4,,4,3,4,9,6,6,6,6,2,to know about peoples attitude towards various social issues,0,to know about the peoples persumption,0,2,,2,,2,,2,,2,,503,503,13.08329773,80.28329468,1,,0,0
0,,,1,5,5,3,5,3,5,3,2,4,2,5,2,2,2,2,4,4,6,4,6,6,6,5,4,6,6,5,6,6,6,6,5,3,3,6,6,4,4,5,6,2,6,6,5,3,4,2,6,6,6,4,5,6,5,3,5,4,5,4,4,5,4,6,4,4,4,5,4,9,7,9,9,9,9,9,9,3,3,7,4,5,1,6,6,3,7,4,5,1,1,6,5,7,7,5,9,9,9,9,9,6,7,4,5,8,5,9,6,7,6,9,9,1,32,2,,3,2,5,1,2,,4,6,6,9,5,5,6,5,4,Religious beliefs,0,To study the belief in religion.,0,2,,2,,2,,2,,2,,503,503,10.51669312,76.21670532,1,,0,0
1,1,,,5,4,5,5,5,4,3,4,5,5,4,4,5,4,5,5,4,5,5,5,4,5,5,6,4,5,5,6,5,4,5,6,5,4,5,5,4,5,4,6,5,4,4,5,4,3,2,3,5,4,3,5,5,5,4,4,5,4,5,6,5,4,5,6,5,6,5,5,7,6,7,6,6,9,5,7,6,7,5,5,5,7,7,7,6,8,5,7,7,5,5,5,8,4,4,6,4,7,6,6,7,8,6,4,8,7,6,6,4,7,7,6,1,33,2,,3,5,5,1,4,,4,6,4,7,5,6,6,5,5,attitudes and opinions,0,religion,0,2,na,2,,2,,2,,2,,504,504,13.08329773,80.28329468,1,,0,0
0,,,1,1,2,5,4,6,5,6,4,4,3,5,3,2,5,6,5,4,5,6,5,5,6,5,3,5,6,4,5,5,6,6,5,5,4,5,5,5,5,4,6,1,6,2,4,1,2,5,2,5,4,2,4,4,3,5,4,5,6,6,5,3,4,4,4,4,4,5,3,1,9,1,9,1,1,9,1,9,9,1,9,5,2,5,2,2,5,2,5,2,6,5,5,5,1,9,1,6,5,5,1,1,1,5,1,1,1,5,5,5,5,1,5,1,33,5,,4,3,5,2,8,,1,1,1,2,5,3,5,1,5,exploring religious beliefs,0,,0,2,,2,,2,,2,,2,,507,507,54.52929688,36.27540588,0,russia,2,0
1,1,,,2,3,3,3,4,4,4,4,3,4,4,4,4,4,4,4,5,6,5,5,5,5,4,4,5,5,4,4,4,5,5,4,4,4,4,4,4,4,3,5,3,4,4,3,3,3,4,4,4,4,3,4,3,4,5,5,4,5,5,3,4,4,4,3,4,4,4,4,6,4,5,6,6,4,6,6,5,6,6,4,6,5,6,5,6,6,6,6,5,5,3,6,6,7,5,5,7,6,6,7,5,7,6,6,6,6,5,6,5,6,6,7,1,39,2,,2,1,4,1,4,,3,5,4,5,3,4,4,4,5,The purpose of the experiment is to predict our opinion about religious believes.,0,The experiment is trying to study the change of religious attitudes in person.,0,2,,2,,2,,2,,2,,511,511,12.98330688,77.58331299,1,,0,0
2,,1,,4,3,5,4,4,3,4,3,4,4,5,4,3,4,5,4,3,4,4,4,3,5,4,4,4,4,4,4,5,4,4,4,5,4,3,4,5,4,4,4,5,4,3,4,5,4,4,5,4,5,4,3,4,4,4,3,4,5,5,4,3,4,5,4,5,4,3,5,6,7,6,7,6,5,6,5,5,7,6,5,4,5,6,7,5,6,5,6,7,6,5,6,4,5,6,7,6,7,8,5,7,6,5,7,8,7,6,5,6,6,5,4,1,30,4,,3,3,4,1,2,,3,5,6,6,3,5,4,3,3,To understand how a man/woman is related to her religion and spiritual concepts,0,To get the details of the knowledge of person's beliefs,0,2,,2,,2,,1,A pattern in the words ,2,,513,513,9.966705322,76.23330688,1,,0,0
2,,1,,1,6,3,5,4,3,5,5,4,6,3,3,4,4,5,6,6,3,4,3,6,5,4,3,4,5,3,5,5,6,4,4,4,5,4,6,5,5,4,6,3,4,3,4,2,4,3,4,3,4,3,3,3,4,5,3,4,5,5,4,4,3,4,4,5,4,4,3,9,1,5,3,9,5,5,5,5,1,9,1,9,5,5,6,5,6,7,7,5,6,7,5,4,7,1,9,5,6,9,7,6,9,1,5,7,5,5,1,5,7,8,8,2,31,5,,3,5,4,1,1,,5,6,5,7,3,5,5,6,3,To see if people's attitudes match with their religious beliefs.,0,Attitudes and religious beliefs.,0,1,Personality vs religious beliefs. Do they match?,2,,1,"They were mostly about religion.  I also typed tired instead of retired on one of them and noticed it after I hit the ""next"" button.",2,,2,,516,516,34.22569275,-77.94470215,0,,1,0
0,,,1,2,4,3,3,6,5,6,6,5,5,4,4,2,4,3,5,5,6,4,4,6,6,6,5,3,5,5,5,6,6,6,4,5,6,5,5,5,4,3,4,2,5,1,3,1,3,5,6,6,4,4,3,1,2,4,3,1,6,5,3,4,6,5,6,6,6,5,6,6,8,5,9,3,9,7,6,6,9,6,9,4,4,4,5,2,7,2,7,6,6,2,6,8,6,9,2,7,4,7,6,2,7,2,4,8,5,4,7,6,6,9,9,2,47,2,,3,1,4,1,4,,4,6,5,9,3,2,1,4,2,The purpose is to know the values of different culture and the attitudes of the people.,0,"It was trying to study the nature of people with regard to their religion,personality and attitude.",0,2,,2,,1,Somewhat different sentences than I have attended before.,2,,2,,517,517,9.449996948,77.81671143,1,,0,0
0,,,1,5,5,2,5,2,2,2,2,4,2,5,5,2,3,2,2,2,5,3,5,4,4,4,5,4,5,4,5,5,4,5,4,5,5,4,5,5,4,5,4,5,4,5,5,4,4,5,4,4,5,4,4,5,5,4,5,4,5,4,4,5,4,4,4,5,3,4,4,7,7,6,7,6,7,6,6,8,6,6,6,8,7,7,6,7,3,5,6,7,7,2,5,7,6,7,6,7,6,7,6,7,8,7,6,7,6,4,6,6,7,6,7,2,24,2,,2,4,5,1,4,,4,5,4,7,5,6,3,4,4,I think the purpose of this study is related to people's religious beliefs.,0,"I think the study is trying to say more about religious beliefs, values and attitude.",0,2,,2,,2,,2,,2,,527,527,10.99249268,76.96139526,1,,0,0
2,,1,,1,1,3,4,4,3,3,1,3,5,1,3,4,3,1,1,1,1,6,6,2,6,3,3,3,3,6,5,5,6,6,5,4,4,5,4,4,4,2,6,1,6,3,5,5,4,2,4,4,6,1,6,3,6,3,2,4,5,6,6,5,3,5,4,5,5,6,4,4,6,4,6,4,4,6,4,6,5,4,6,6,6,6,6,6,4,4,6,6,6,6,6,6,6,6,4,6,4,5,6,4,6,4,4,6,5,5,4,4,6,5,6,1,62,5,,5,2,4,1,1,,3,3,3,5,2,4,2,2,6,"to see how we feel about certain issues, m ainly morality and religion",0,our opinions about religion and morality,0,1,I guess one section affected our ansers to others,1,I am sure it did but i don't know how specifically,2,The sentences may have been connected but I didn't focus on that.,2,,2,,529,529,34.80380249,-86.61889648,0,,1,0
1,1,,,5,4,6,4,5,4,6,4,5,5,4,5,4,6,3,4,6,3,6,4,5,4,3,5,3,4,2,4,6,5,3,5,4,6,3,4,3,5,4,4,6,4,5,5,3,3,4,2,4,3,2,4,3,4,3,2,5,4,4,3,5,4,6,4,3,6,4,3,7,9,8,7,6,6,9,7,6,4,9,6,5,8,4,7,8,8,6,7,5,8,6,8,6,8,9,6,9,5,9,5,8,4,5,7,8,5,6,2,8,8,7,4,1,27,2,,3,4,4,1,2,,3,3,3,6,4,2,5,4,4,no comments,0,no comments,0,1,religious matters,2,,2,,2,,2,,531,531,15.66670227,75.86669922,1,,0,0
0,,,1,1,1,3,2,6,6,6,5,4,2,2,3,6,6,4,6,2,4,6,3,2,6,3,4,2,1,4,5,5,6,6,5,5,4,6,5,5,5,5,6,1,6,1,3,1,5,2,4,3,4,2,5,3,4,5,2,4,6,5,4,3,3,6,5,6,4,6,3,2,9,1,9,1,1,9,1,9,9,1,9,6,6,6,7,6,5,6,6,7,7,7,7,9,2,9,1,5,9,2,6,5,5,4,9,4,6,2,5,9,4,3,5,2,28,5,,5,2,4,2,8,,2,2,2,3,3,3,3,3,5,to see if religion affects morality,0,morality,0,2,,2,,2,,2,,2,,534,534,40.64059448,-74.01689911,0,,1,0
0,,,1,5,5,4,5,3,5,4,3,5,2,3,5,4,5,5,6,5,3,4,2,5,4,4,5,4,5,5,4,5,6,5,5,2,4,5,6,5,4,5,3,4,5,4,6,4,3,4,5,2,3,4,5,4,5,4,5,4,6,6,5,4,5,4,4,3,4,5,3,9,8,8,9,9,8,7,6,7,6,7,8,9,7,6,6,3,4,4,8,4,6,7,7,8,9,5,6,8,8,7,8,6,8,5,6,8,5,5,7,5,7,4,7,1,28,2,,3,3,4,1,4,,3,6,5,9,6,7,6,6,1,-,0,people feel toward various social situations.,0,2,,2,,2,,2,,2,,538,538,13.08329773,80.28329468,1,,0,0
1,1,,,5,6,6,5,5,5,5,4,5,5,5,3,5,6,5,6,5,2,5,6,6,6,5,5,2,5,6,4,5,6,6,5,6,4,5,6,5,3,5,6,1,6,3,5,1,5,3,6,6,5,6,6,6,1,6,5,4,6,5,4,4,2,6,2,1,5,5,5,8,4,8,9,5,6,7,8,1,1,7,3,8,7,8,9,8,4,8,8,9,8,8,7,8,6,7,6,7,8,5,8,6,7,8,7,7,7,4,6,4,4,9,6,1,24,2,,3,2,5,1,4,,3,4,3,6,6,6,2,1,5,to see the attitude of people,0,attitudes,0,2,no,2,no,2,no,1,religious theme,2,no,540,540,13.08329773,80.28329468,1,,0,0
1,1,,,1,1,2,1,6,6,5,1,5,1,1,1,6,5,4,1,1,4,6,4,2,5,1,3,3,2,5,3,1,6,5,5,3,5,6,6,5,2,2,6,1,6,2,2,4,5,1,4,1,5,1,5,1,4,4,6,5,4,6,3,1,4,5,4,6,3,6,2,1,9,1,9,1,1,8,1,9,9,1,9,5,7,8,7,6,5,1,6,8,5,3,6,2,1,9,1,1,7,1,1,3,1,2,1,1,3,1,1,1,1,3,2,1,32,5,,5,1,4,3,9,,1,1,1,2,2,2,1,1,6,Possibly to see how our feelings about different aspects of morality relate to our religious beliefs.,0,"I'm not sure exactly, other than what I wrote previously.",0,1,"I'm guessing the initial questions about how we make moral decisions relates to the religious question in some manner, but I'm not sure how, specifically.",2,,2,,2,,1,I just followed what I believed about myself.,546,546,37.77420044,-87.11329651,0,,1,0
2,,1,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,6,6,6,6,6,7,6,6,6,6,6,6,6,6,6,6,4,6,6,6,6,6,6,6,6,5,5,6,7,7,5,6,6,6,6,6,6,6,6,6,7,7,7,2,30,2,,3,2,3,1,4,,5,5,6,9,5,5,5,3,4,This is a values and attitude survey,0,This experiment was trying to find out the values.,0,2,,2,,2,,2,,2,,547,547,28.6000061,77.20001221,1,,0,0
0,,,1,6,5,6,3,6,5,3,5,4,6,5,6,6,5,6,6,3,6,4,6,6,6,5,6,6,6,6,6,5,6,6,6,4,6,6,6,4,5,4,6,2,6,3,6,3,1,5,6,5,6,3,4,6,2,4,6,4,6,6,4,4,6,6,5,6,4,6,5,9,1,9,1,9,6,4,9,4,6,5,1,4,1,6,1,1,6,5,1,6,7,6,4,4,9,3,6,8,7,1,6,8,8,4,6,7,3,9,1,6,5,9,9,2,25,2,,3,2,4,1,2,,4,5,6,9,5,7,7,7,3,To know the religious views,0,Religious views,0,1,They are related to religion,2,,2,,2,,2,,549,549,13.08329773,80.28329468,1,,0,0
0,,,1,2,3,5,2,5,5,5,4,5,5,4,5,5,5,5,4,4,6,6,5,5,6,5,4,3,4,2,5,6,6,5,5,2,5,5,5,5,5,4,6,1,6,3,3,1,2,1,6,2,4,3,6,1,4,5,5,4,6,6,4,1,4,6,4,6,5,6,4,6,4,4,4,6,4,5,5,4,4,6,5,4,5,4,4,5,4,4,4,4,6,4,5,4,6,4,6,5,5,6,6,4,6,4,4,6,6,5,4,4,6,6,6,2,34,1,,3,1,5,1,1,Christian,3,6,6,7,4,4,4,4,4,To find out people's beliefs about religion,0,Beliefs,0,1,The influence of my beliefs on my life,2,,2,,2,,2,,553,553,40.80819702,-73.63860321,0,,1,0
0,,,1,1,5,5,2,6,6,6,2,5,4,5,4,6,6,3,4,4,3,6,5,2,6,4,2,5,5,6,6,4,6,6,5,3,5,6,6,5,5,5,6,1,6,2,5,1,1,4,6,5,5,1,6,3,4,5,2,3,5,4,4,2,4,4,4,6,6,6,5,9,1,5,4,5,7,9,8,5,1,9,2,1,1,1,1,1,9,7,1,1,1,6,5,6,9,1,7,5,2,8,6,1,9,5,1,9,7,4,1,1,9,9,6,2,24,5,,3,5,4,1,1,,4,6,5,9,2,1,2,4,6,Evalutating religious beliefs.,0,Religious beliefs.,0,2,,2,,2,,2,,2,,558,558,44.13079834,-94,0,,1,0
0,,,1,5,5,5,5,1,5,1,1,1,1,6,1,1,4,4,5,4,6,6,4,6,6,6,6,3,6,6,5,5,6,6,4,4,1,2,6,6,6,3,5,3,6,4,5,3,1,4,5,5,5,4,5,1,3,3,6,5,4,4,4,4,5,4,5,6,2,5,6,6,6,6,6,6,6,6,6,4,6,6,3,4,4,4,4,4,8,4,4,4,4,4,5,9,9,9,9,9,9,8,8,1,6,4,6,5,2,6,5,7,7,7,8,1,48,2,,3,3,4,1,4,,3,5,4,7,3,3,3,3,5,about religious,0,about religious,0,2,,2,,2,,2,,2,,565,565,23.66670227,86.93328857,1,,0,0
0,,,1,5,4,5,4,5,3,4,5,4,5,6,5,3,5,2,5,4,3,3,6,1,4,6,5,4,6,3,6,4,6,5,2,5,6,4,6,4,5,4,6,5,4,3,3,4,2,6,3,5,2,5,4,6,4,6,1,5,4,5,5,3,5,5,5,4,5,3,4,7,4,9,6,7,4,6,7,5,7,6,7,8,6,7,5,8,6,4,6,3,6,6,7,6,8,5,7,6,4,7,8,6,8,5,7,7,6,8,6,6,7,8,6,1,23,2,,3,4,4,1,4,,3,4,5,8,4,6,6,5,4,relationship between different personality characteristics and religious beliefs,0,My personality and beliefs ,0,2,,2,,2,,2,,2,,568,568,10.51669312,76.21670532,1,,0,0
0,,,1,1,6,5,6,5,4,6,4,5,5,3,3,4,3,5,5,3,6,5,5,6,6,4,5,6,5,2,5,4,6,6,4,5,4,5,6,5,5,4,6,2,5,4,3,1,2,4,5,6,6,3,5,5,2,5,4,5,5,3,3,3,4,4,4,5,5,5,4,8,2,4,7,7,7,6,8,4,4,7,6,5,2,7,4,3,5,4,4,2,6,6,4,5,7,6,9,8,8,8,7,8,7,5,6,7,7,5,6,4,6,8,8,1,28,2,,2,4,5,1,4,,5,6,6,8,4,3,3,3,4,Understanding attitudes of people towards religion and moral values,0,"Political, social, economic and religious views of various classes of people",0,1,"Corelation between attitudes of people with respect to political, social, economic and religious views",2,,1,They were in no way linked to the other words of the sentence,2,,1,Be as true as possible,570,570,22.56970215,88.36968994,1,,0,0
0,,,1,1,6,2,5,6,5,5,2,5,2,5,5,5,5,3,4,3,6,5,6,1,5,6,3,4,6,1,5,6,6,6,2,1,1,1,5,4,5,5,5,1,4,1,5,1,1,3,5,3,1,6,1,2,1,6,4,1,6,4,5,2,1,2,1,6,6,5,6,7,5,8,1,6,9,1,1,1,1,8,1,1,1,1,1,1,9,5,1,1,1,1,1,1,9,1,6,1,6,8,6,6,9,1,6,9,8,6,1,1,7,8,8,2,66,5,,4,2,3,1,1,,3,6,3,6,6,6,6,6,2,what influences people's choices,0,how my beliefs influence my life,0,2,,2,,2,,2,,2,,573,573,38.47790527,-105.4555969,0,,1,0
